Avg. Area Income;Avg. Area House Age;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price;Address
East Bryanbury;" MN 53535""";;;;;
6.782.102.654;5.67;16;19;2.829.461.523;1028;14419 Megan Junctions
South Chelsea;" IL 61758-7145""";;;;;
7.155.520.942;7.25;8;8;3.087.475.666;1816;63917 Figueroa Oval Suite 164
Mathewstad;" IL 13504""";;;;;
7.059.117.424;6.74;9;8;3.053.187.296;1459;Unit 1293 Box 9750
"DPO AE 75985-4473""";;;;;;
8.018.209.303;3.73;9;17;1.509.085.119;1223;7376 Eric Knoll
West Kevinberg;" IA 73324-3686""";;;;;
6.512.220.168;4.53;8;16;4.256.185.022;1272;57749 Garza View Suite 141
New Hannahborough;" VT 84512""";;;;;
6.363.060.779;5.41;4;1;2.312.911.627;9333;PSC 2588, Box 3794
"APO AA 05378""";;;;;;
6.988.644.882;6.9;12;16;2.295.936.204;1130;56973 Wright Cliff Apt. 133
Melodyburgh;" AR 33802""";;;;;
875.956.028;5.44;16;18;4.368.182.811;1795;57004 Michael Stravenue Suite 982
Porterberg;" WY 81823""";;;;;
5.462.908.571;4.11;6;15;5.549.503.197;9119;9875 Nancy Stream
Lindseyton;" WA 74817""";;;;;
5.946.401.773;5.74;18;8;3.302.612.434;8745;53276 Lee Common Suite 424
South Lisa;" NE 01718-4381""";;;;;
6.889.112.412;4.22;20;14;4.143.512.419;8406;5047 Petersen Fork
Yvonnemouth;" VA 10518-4974""";;;;;
8.784.702.772;6.59;3;10;2.434.481.784;1473;6437 Schmidt Mountains
Crystalbury;" OK 56029-6567""";;;;;
5.603.047.489;5.02;13;7;4.625.554.143;8870;4959 Roth Ferry
Port Robert;" KY 90147-8962""";;;;;
7.408.707.528;6.64;3;5;3.070.975.748;1102;148 Jeffrey Highway
Port Jenniferside;" OR 22136-1566""";;;;;
8.140.607.418;5.96;15;20;4.664.519.778;1473;09812 Lam Bypass
North Patrickmouth;" UT 91064-8378""";;;;;
7.117.805.106;4.98;8;1;3.765.552.208;1092;37958 Sanchez Turnpike
South Richardport;" CO 03903""";;;;;
6.181.862.001;6.77;12;3;2.512.029.892;1044;557 Jeffrey Fall Apt. 271
Wardtown;" OR 44694""";;;;;
7.193.060.955;4.49;14;16;2.323.426.875;9436;231 Hensley View Suite 751
Hatfieldview;" MD 22733""";;;;;
645.526.451;5.98;14;9;4.866.734.978;1535;30877 Randy Lodge Suite 908
Bankstown;" UT 40819""";;;;;
8.968.748.482;5.82;19;10;3.376.733.358;1742;PSC 9259, Box 7291
"APO AA 89981-7749""";;;;;;
6.297.207.891;6.47;13;11;2.524.386.016;1158;25113 Conway Brooks
Vasquezton;" FL 47149""";;;;;
6.656.572.872;6.63;7;10;5.018.239.838;1585;914 Williamson Isle Apt. 981
East Heathershire;" WA 11989""";;;;;
7.618.727.331;6.15;13;2;4.508.439.424;1618;207 Dillon Knolls
Port Jesseburgh;" FM 27308""";;;;;
716.630.562;4.91;18;4;3.924.182.037;1228;05757 Oconnor Fields Suite 769
East Sarah;" MP 54966-0420""";;;;;
5.713.928.978;5.03;16;7;3.826.665.442;8325;674 Bailey Lodge Suite 415
Frazierbury;" NV 16123""";;;;;
6.790.747.348;6.71;13;4;3.553.832.402;1273;75891 Reese Tunnel Apt. 772
Port Amanda;" PR 46259""";;;;;
6.496.963.058;5.66;19;20;3.523.745.343;8991;77080 Sarah Divide
Davidview;" HI 44093""";;;;;
6.308.249.301;5.64;9;9;1.915.102.123;6155;440 John Spring Suite 275
Port Victorside;" NH 78659""";;;;;
5.391.787.223;3.82;16;8;449.162.914;6799;7988 Kramer Road
East Erin;" FL 62622-4958""";;;;;
6.475.372.892;6.3;20;17;4.641.116.806;1511;USCGC Foster
"FPO AA 47429-6537""";;;;;;
6.640.459.679;6.57;1;8;3.923.603.477;1168;660 Terri Mountains Apt. 270
New Mary;" MH 35205-2457""";;;;;
7.839.872.222;4.97;8;3;2.716.728.655;1151;9422 Samuel Station
Jamesside;" WV 54275""";;;;;
5.429.343.887;4.77;8;18;3.507.983.031;8916;44863 Derek Station
Paulton;" GA 56946""";;;;;
7.076.324.751;5.19;3;19;3.527.923.581;1055;4828 Megan Summit Suite 152
Anthonyberg;" NE 63643""";;;;;
741.586.719;4.94;19;11;4.100.395.615;1336;Unit 9060 Box 7328
"DPO AA 09770-7230""";;;;;;
7.949.839.413;6.98;6;6;4.148.450.813;1632;43119 Julia Street Suite 420
Jorgebury;" MS 26196""";;;;;
7.327.419.305;6.64;1;19;3.321.553.684;1590;22503 Rachel Street Suite 650
South Jordanbury;" OH 17336""";;;;;
8.328.454.506;7.6;10;8;3.385.460.665;1668;48528 Kristine Skyway
South Jodifort;" WV 31717-0846""";;;;;
8.388.208.545;6.54;19;19;2.583.885.591;1670;4456 Kelly Cove
New Thomasbury;" KY 18631-6214""";;;;;
5.166.855.526;5.74;8;8;3.466.839.978;9994;2411 Deanna Parkways Suite 204
West Theodore;" NE 88598-8169""";;;;;
619.899.192;4.82;15;10;3.599.783.171;9251;209 Jennifer Causeway Suite 541
Brandonville;" KS 01189-6898""";;;;;
6.704.321.229;4.87;16;13;6.240.274.239;1375;Unit 3491 Box 0706
"DPO AP 96821""";;;;;;
5.904.875.219;5.84;5;17;1.452.060.532;5628;68008 Taylor Streets
Grayburgh;" CT 95202-6505""";;;;;
746.659.676;4.8;10;11;5.903.611.604;1844;546 Wheeler Ford Apt. 311
Listad;" PR 99664-0344""";;;;;
853.451.359;4.68;8;16;1.308.815.636;9044;15943 Megan Terrace
Pettystad;" PR 56222""";;;;;
734.159.945;6.37;4;2;4.162.889.274;1479;6009 Lewis Rapid Apt. 018
Davisfurt;" DE 04152""";;;;;
673.672.056;5.46;10;18;330.983.865;1094;171 Cannon River
Lake Joseph;" TN 83192-2232""";;;;;
588.463.165;6.04;1;5;426.177.387;1235;6581 Lisa Branch Apt. 652
Carrollmouth;" VA 28735-6494""";;;;;
5.079.402.859;6.72;1;10;3.994.363.819;1156;USNS Berg
"FPO AA 83492""";;;;;;
5.767.976.016;6.01;11;9;5.349.494.556;1545;38462 Cox Field Suite 850
Lake Mark;" GU 84861""";;;;;
7.027.629.633;6.04;15;9;348.460.472;1342;93689 Montgomery Prairie Apt. 432
Wolfebury;" OR 54163""";;;;;
6.077.283.091;6.76;12;2;3.814.751.026;1178;847 Jessica Street
Nicoleberg;" FL 09088-9985""";;;;;
6.899.406.553;6.43;15;16;4.460.468.131;1335;9272 Bates Port
Maddenton;" WV 08558-3008""";;;;;
4.421.460.123;5.15;14;19;4.964.017.222;7864;673 Valerie Landing Suite 523
New Williamborough;" MN 06880""";;;;;
4.456.693.958;6.31;10;14;2.656.419.288;7753;675 Morrison Plain
South Kaylaborough;" AK 41760""";;;;;
6.582.582.895;7.08;3;19;3.695.962.618;1238;10377 Tucker Lakes Apt. 172
Carterchester;" WI 06196""";;;;;
8.163.861.085;5.24;2;7;3.821.269.812;1317;8688 Jerry Neck
South Donna;" RI 54045-1736""";;;;;
8.344.187.226;5.54;8;12;2.448.205.775;1384;2726 Fuentes Springs Suite 886
South Franklin;" PA 11544""";;;;;
618.461.359;5.05;14;19;6.962.171.338;1504;8500 Colin Shores Apt. 432
New Gilbert;" FM 03165""";;;;;
6.640.724.047;4.47;11;10;3.139.512.172;6260;15807 Thomas Mission
Lake Amy;" PW 64191""";;;;;
6.446.990.967;6.03;17;4;2.924.745.536;1057;2638 Parker Union Suite 033
South Charles;" OR 38091-0348""";;;;;
6.646.931.797;5.18;3;7;3.622.735.403;1095;69803 Smith Rest Suite 384
Lake Miranda;" FL 55744""";;;;;
8.174.285.139;5.79;17;12;4.056.249.877;1630;Unit 1502 Box 9883
"DPO AA 22110-4830""";;;;;;
6.722.936.693;7.28;7;7;2.689.423.242;1109;Unit 3782 Box 1041
"DPO AP 59400-8142""";;;;;;
7.048.689.975;5.78;6;3;2.672.563.797;9870;802 Walters Fork
Hardingmouth;" MN 97313-1424""";;;;;
6.841.910.387;5.35;12;2;3.463.853.351;1296;USNV Fuentes
"FPO AA 18414-6697""";;;;;;
6.961.832.901;5.33;10;8;3.000.681.461;8006;53366 Wells Harbors Suite 205
Moodystad;" RI 51788-4199""";;;;;
6.129.734.624;5.6;18;3;2.665.695.172;7853;8524 King Lake
Meadowsmouth;" TX 61037-7289""";;;;;
612.852.359;5.97;17;5;295.440.004;9538;32474 Kent Plain
New Nicholas;" WV 92542""";;;;;
8.238.952.228;5.01;8;8;3.249.413.968;1299;81535 Smith Fields Apt. 860
Port Maryfort;" UT 25152-7291""";;;;;
7.716.899.346;6.21;14;3;2.810.908.757;1328;2206 Michael Place
Kevinhaven;" TX 51899""";;;;;
7.404.893.539;7.98;20;8;2.778.267.006;1551;9948 Johnson Plain
Susanside;" AK 42875-7450""";;;;;
5.361.729.644;5.76;3;16;247.374.971;5333;0302 Lawrence Flats
Underwoodbury;" OH 73036""";;;;;
8.085.004.183;6.63;7;2;4.142.016.082;1501;PSC 9862, Box 7769
"APO AA 73086-0222""";;;;;;
6.890.114.428;5.29;16;17;3.083.266.831;9567;53280 Renee Canyon
Christopherland;" IL 44788-8245""";;;;;
5.044.226.643;4.76;12;2;3.343.980.668;6441;0645 Arroyo Trail
East Michelle;" LA 07906-8981""";;;;;
707.459.088;6.17;9;4;3.491.551.021;1392;515 Perkins Centers
Justinfurt;" ID 88176""";;;;;
5.786.826.663;6.04;14;5;4.519.615.396;1189;PSC 8150, Box 6860
"APO AE 97253""";;;;;;
6.255.455.457;5.55;8;3;3.940.395.992;9239;842 Bryan Branch Apt. 031
Foxborough;" MT 33830""";;;;;
6.128.338.862;3.88;16;20;3.661.665.883;7200;673 Cox Causeway
Port Robert;" KY 19449-4787""";;;;;
7.763.222.179;4.51;5;18;3.995.029.527;1309;913 Jennifer Gateway
Priceburgh;" IA 07032""";;;;;
7.987.473.935;4.93;20;20;3.041.023.296;1196;427 William Estates
New David;" AS 97086-1735""";;;;;
643.469.875;5.79;3;16;3.233.773.286;9591;73554 Justin Springs Suite 074
South Barbaramouth;" AZ 98406""";;;;;
8.387.555.987;7.24;3;6;307.831.704;1735;889 Michael Park Suite 582
East Kathleen;" WV 56246-6708""";;;;;
7.036.551.451;6.57;3;4;2.945.053.049;1500;467 Charles Corner Suite 640
New Dennisstad;" CA 86309""";;;;;
5.546.848.689;6.78;16;6;3.766.633.118;1099;53604 Charles Inlet
North Sarah;" RI 84479""";;;;;
6.818.603.169;6.88;13;8;3.335.048.026;1460;925 Jeffrey Flats
Hendersonland;" IL 00112-7975""";;;;;
7.185.031.216;6.12;17;4;4.401.332.406;1371;29275 Wade Bypass Apt. 677
Lake Jonathantown;" NM 62508""";;;;;
6.100.016.043;6.69;4;2;6.069.763.924;1739;55801 Lisa Union
Herreramouth;" GU 34932-6800""";;;;;
560.367.394;7.2;1;6;3.312.790.212;1143;7660 Lewis Springs Apt. 280
Greeneshire;" VT 67668-0305""";;;;;
7.061.471.712;6.21;7;8;3.944.998.775;1113;84727 Diaz Stream Apt. 922
Lewishaven;" NC 81679""";;;;;
712.082.693;5.3;2;12;2.569.636.174;9207;796 Joshua Forges Suite 834
Bensonside;" CA 82761""";;;;;
7.337.698.596;6.36;20;8;3.781.186.692;1560;USNS Pearson
"FPO AP 81151""";;;;;;
6.082.312.775;6.29;15;17;3.544.729.494;1023;USS Berry
"FPO AE 35347""";;;;;;
7.167.606.716;7.29;1;19;4.599.422.533;1577;53827 Hines Garden
West Josephland;" RI 37586-5546""";;;;;
7.614.448.308;7.62;16;12;173.552.891;1366;25182 Long Mountain
Baileyfort;" MO 57068""";;;;;
895.481.483;4.92;5;6;3.975.964.821;1403;942 Alvarez Fork Suite 039
Quinnborough;" AZ 54522""";;;;;
6.527.304.487;6.1;5;13;4.009.490.402;1431;82353 Ronnie Parkway
Anneton;" MD 97130-3540""";;;;;
8.297.313.756;7.26;13;12;2.209.822.699;1167;56832 Roberts Squares Suite 942
North Virginia;" MI 05865-5923""";;;;;
3.790.867.586;6.23;7;2;3.963.207.979;8804;901 Peter Fort Apt. 157
Taylorfort;" ND 06249-9518""";;;;;
7.037.465.306;7.09;15;8;3.598.118.268;1428;15503 Garcia Lane
Hardymouth;" AK 11574-6906""";;;;;
686.725.608;6.13;2;4;450.207.533;1301;5644 Elliott Fall Apt. 897
Port Morgan;" MS 40046""";;;;;
771.121.712;6.63;8;7;3.655.222.294;1506;125 Ferguson Way
Gordonburgh;" AZ 65380""";;;;;
5.872.563.185;6.81;18;17;2.276.246.618;8666;3321 Timothy Harbor
East Shannonhaven;" ID 39704-4663""";;;;;
6.928.568.143;4.49;16;4;4.264.390.936;1017;382 Kaitlyn Springs
Singletontown;" AS 01030""";;;;;
7.054.306.722;6.1;10;15;3.111.621.596;1480;1864 Reynolds Key Suite 000
North Anita;" FL 02822""";;;;;
558.995.163;5.22;8;11;4.306.350.372;7384;Unit 3360 Box 2701
"DPO AP 62975""";;;;;;
7.137.595.177;6.27;18;7;4.269.972.413;1314;9820 Colleen Underpass Suite 077
East William;" GA 30315-2964""";;;;;
7.705.313.536;5.27;15;6;3.739.768.063;1587;USCGC Jefferson
"FPO AE 46785-9469""";;;;;;
7.474.100.798;4.86;12;6;3.398.410.656;1124;USNV Jennings
"FPO AE 37951-6327""";;;;;;
3.579.732.312;5.54;8;16;2.484.420.019;2998;645 Mary Radial
East Roberto;" CA 23652-5430""";;;;;
6.085.070.206;3.69;2;16;5.630.330.599;8735;511 Daniel Ferry Apt. 953
Robertmouth;" OR 77859""";;;;;
6.838.319.698;6.25;12;13;3.728.503.926;1083;94449 Natasha Junctions
Sarahview;" NM 42352""";;;;;
7.743.493.925;6.05;11;6;41.866.189;1598;00656 William Squares
Johnmouth;" WV 45911""";;;;;
7.368.540.366;8.91;19;17;3.600.050.603;1798;7178 Michael Key Apt. 038
Mccallmouth;" MS 37873-8910""";;;;;
5.934.862.721;6.51;13;18;3.578.538.869;8935;639 Catherine Spring Apt. 944
Shannonside;" PA 98980-9056""";;;;;
6.119.796.685;5.57;3;15;3.555.138.521;1032;614 Jodi Branch
West Victorchester;" TX 85087-6434""";;;;;
7.900.754.811;6.6;20;7;2.346.073.326;1412;31832 Harris Gardens Suite 609
New Charles;" NH 96925""";;;;;
6.946.530.978;6.06;10;11;4.367.739.159;1621;5536 Thomas Viaduct Apt. 622
Adamborough;" FM 43195-6662""";;;;;
6.952.533.075;6.69;3;6;3.695.045.121;1343;6617 Helen Unions
South Susan;" MO 41149-7551""";;;;;
58.334.706;5.89;14;11;2.390.777.099;9650;4062 Alexander Road
Floydchester;" MN 54215""";;;;;
7.181.625.361;5.5;13;14;2.699.029.906;1253;PSC 8990, Box 5293
"APO AE 95141""";;;;;;
6.899.852.313;7.01;1;2;3.582.141.717;1399;562 Joseph Rapids
Lake Kristinville;" WA 74464-4314""";;;;;
5.336.268.629;7.53;13;19;5.030.474.831;1451;2765 Robert Viaduct
Port Katherineburgh;" IA 85708-6249""";;;;;
6.371.327.293;4.78;10;4;425.076.117;1032;81018 Melissa Keys
Lake Mariachester;" MD 05009-1830""";;;;;
630.791.724;6.38;6;10;2.194.074.724;1201;USCGC Griffin
"FPO AA 79620-2929""";;;;;;
7.526.311.564;3.6;13;9;3.088.875.048;1185;3554 Sydney Bridge Suite 219
Jennifermouth;" NJ 82363-0193""";;;;;
6.746.861.518;7.08;12;11;4.447.616.566;1641;2003 Lori Radial
Kendraberg;" OK 79288""";;;;;
631.621.764;4.26;16;7;3.869.779.775;1203;3214 Davis Key
East Richardshire;" VT 43206""";;;;;
6.779.429.477;8.1;17;3;2.590.380.948;1343;753 Gerald Locks
West Albert;" IN 31235""";;;;;
5.867.641.153;5.97;19;14;5.626.946.294;1213;49686 Walker Burg Apt. 611
Huynhmouth;" VI 86964-8089""";;;;;
4.853.708.397;6.8;12;6;1.869.131.046;5812;97792 Daniel Village
Nashport;" VA 34332-6982""";;;;;
7.543.752.345;5.01;15;4;3.143.272.954;8775;USNS Crawford
"FPO AE 20733-0244""";;;;;;
7.598.928.169;7.8;18;8;3.729.951.548;1843;USS Galvan
"FPO AA 85454-9012""";;;;;;
557.660.996;6.01;13;12;4.576.400.499;1113;313 Dana Overpass Apt. 097
Timothymouth;" MP 13640""";;;;;
6.616.990.518;6.91;2;19;2.536.212.063;1120;666 Patrick Islands
East Chaseside;" CT 39131""";;;;;
8.347.058.715;5.39;2;19;3.922.094.114;1694;8845 Lori Summit Apt. 799
Allenstad;" OK 68168-8230""";;;;;
6.222.319.972;6.42;16;12;3.545.055.482;1197;481 Sarah Plaza
East Meganton;" SD 39173-7869""";;;;;
8.335.744.997;6.07;13;19;2.868.831.025;1168;10850 Nichols Manors
South Bradley;" PA 54126""";;;;;
6.420.472.064;4.86;16;19;4.615.743.916;1233;622 Austin Union
Donnaside;" NY 82528""";;;;;
8.755.160.113;6.74;9;10;2.661.295.953;1455;477 William Ville
South Laurie;" KS 17387-7716""";;;;;
6.144.943.132;4.89;13;11;4.241.986.559;1063;08948 Mia Rue Suite 821
Tatechester;" DC 53668-4238""";;;;;
7.528.963.147;5.13;19;5;2.166.743.584;1152;5512 Foster Locks Suite 133
Thomasshire;" SC 35874""";;;;;
6.878.932.901;5.85;7;20;4.149.122.028;1555;PSC 2409, Box 2579
"APO AA 82056-9434""";;;;;;
5.555.774.019;5.83;4;8;1.922.093.319;4995;164 Phillips Radial
East Derekburgh;" MH 12917-2968""";;;;;
6.178.390.057;6.9;5;7;3.418.924.805;1405;14998 Michelle Route Apt. 680
Angelamouth;" MD 51062-2051""";;;;;
7.892.616.508;5.16;17;12;3.447.806.592;1151;04415 Angela Street
Lake Timothy;" NC 51744""";;;;;
7.326.333.485;5.92;5;7;3.095.784.766;1362;017 Dawn Trafficway Suite 522
Dianaborough;" WV 49100""";;;;;
7.515.653.733;6.3;14;3;3.865.235.807;1412;569 Campbell Meadows Apt. 296
Lake Lorifurt;" VT 91278""";;;;;
6.894.516.871;6.24;3;9;3.012.427.236;1249;520 Chapman Haven Apt. 595
New Annettefort;" VI 09640-6515""";;;;;
6.563.292.598;6.42;1;10;4.280.322.141;1184;76258 Miller Station Suite 386
Lake Heatherport;" NM 29988""";;;;;
6.781.485.878;6.06;7;8;4.347.765.721;1557;95320 Sharp Parkways
Port Tiffany;" WV 50541-5216""";;;;;
7.104.519.192;6.04;1;11;3.014.396.876;1169;6888 Larry Trafficway Suite 869
South David;" ND 24759""";;;;;
4.921.135.973;6.37;20;18;2.118.208.128;4497;234 Dale Estates
New Jennifermouth;" IA 96522-2177""";;;;;
6.249.155.833;7.2;18;14;2.467.790.116;1295;155 Weiss Crescent
South Mark;" CA 60811""";;;;;
6.250.096.326;4.8;3;8;3.818.026.452;8778;40991 Tara Forges
South Ronald;" NC 20408-0652""";;;;;
6.570.675.564;6.18;5;1;4.252.778.566;1271;0612 Jimenez Way
Arnoldfort;" TX 11863-1792""";;;;;
6.545.386.714;6.51;17;19;4.997.247.158;1410;4130 Long Inlet Apt. 961
North Richardtown;" NH 89056-7178""";;;;;
5.616.134.612;6.42;18;18;4.648.505.118;1140;7595 David Village
Phillipchester;" NJ 96227-7495""";;;;;
7.088.542.082;6.35;9;4;3.862.730.147;1547;340 David Forges
West Sandrabury;" DE 15884-2997""";;;;;
9.480.533.864;6.27;5;13;454.814.526;1813;Unit 4204 Box 6566
"DPO AA 89678""";;;;;;
6.557.937.802;5.95;7;15;4.126.029.962;1063;USNV Cervantes
"FPO AA 22656-4184""";;;;;;
6.045.764.009;6.43;6;15;3.918.248.551;1280;1940 Michael Roads Suite 302
Crosbymouth;" AZ 98409""";;;;;
7.419.119.001;6.42;5;3;3.383.879.497;1194;981 Daniel Well
Lake Jenniferport;" NV 03109-5173""";;;;;
7.446.943.768;5.87;16;14;3.537.030.666;1399;04389 Cathy Village Apt. 129
Mcgeeview;" NC 63795""";;;;;
5.769.965.848;7;13;12;6.084.931.686;1601;8073 Hendrix Corners
Coopershire;" AZ 02395""";;;;;
7.534.297.535;5.98;11;7;4.215.126.886;1540;066 Keith Turnpike
South Rebeccahaven;" AK 73792-2345""";;;;;
5.219.301.731;6.33;10;13;4.513.484.196;1107;1661 Lynn Grove
Floresbury;" ID 25268""";;;;;
8.538.692.482;5.72;20;19;4.524.847.795;1922;0874 Thomas Landing
Knightside;" IN 13474-9577""";;;;;
7.906.468.327;5.25;9;7;4.383.410.783;1261;09098 Phillips Extensions
North Mark;" WV 45805""";;;;;
8.025.698.119;6.41;14;3;4.024.057.932;1232;91627 Robert Shoal Suite 118
Sharonport;" DE 91527-7302""";;;;;
7.341.134.235;6.07;11;14;2.843.515.125;1640;31050 Cole Meadow Apt. 478
New Jeffreyside;" KS 41326-5833""";;;;;
6.908.987.334;5.46;16;14;3.062.235.883;1020;Unit 5418 Box 0146
"DPO AP 59920""";;;;;;
6.490.904.115;6.63;17;5;4.218.064.794;1577;PSC 0168, Box 7925
"APO AA 41788""";;;;;;
7.693.614.094;5.95;4;18;2.328.311.482;9620;382 Bates Ranch Suite 216
Lake Krystal;" MD 82707-2229""";;;;;
557.347.479;6.57;12;20;3.252.462.766;1073;366 Reilly Island
Sampsonfort;" MP 48533""";;;;;
8.404.050.024;6.32;8;20;4.471.108.062;1609;52318 David Plain
Port Marcusshire;" ND 91199""";;;;;
795.229.708;4.59;7;14;6.122.399.761;1727;682 Taylor Prairie Apt. 893
Debramouth;" ID 81085""";;;;;
6.471.501.827;6.57;19;2;3.721.231.179;1474;7635 Bryan Spurs Suite 094
Erinmouth;" NC 26418-8921""";;;;;
7.513.630.915;7.2;17;6;3.551.453.476;1633;960 Wagner Meadows Apt. 373
Amyport;" GA 05256-5382""";;;;;
726.060.485;7.34;15;16;3.155.041.528;1629;80592 Hendricks Extension
Shaneberg;" DE 57151""";;;;;
5.997.998.691;5.36;13;4;3.307.260.529;9800;545 Flores Shoal Suite 364
Ericatown;" IL 38240""";;;;;
6.556.785.918;5.18;3;18;4.405.714.966;9285;033 Jennifer Squares
Lake Seanmouth;" SC 57286-2829""";;;;;
5.525.011.036;5.56;4;18;2.291.206.692;5830;216 Erin Junctions Apt. 524
East Anthony;" VT 42099-5384""";;;;;
8.113.746.297;7.72;18;5;3.449.374.717;1659;990 Kelly Greens Apt. 165
Hernandezfort;" TX 47559""";;;;;
7.334.058.109;3.59;1;20;3.695.697.522;1039;2003 Karen Harbor Suite 320
West Sarahport;" AS 42200-8404""";;;;;
7.762.295.812;6.73;4;3;5.110.244.195;1599;44268 Michele Square Apt. 984
Collinsside;" WI 00405""";;;;;
5.754.262.568;4.78;15;11;4.620.587.571;1059;2725 Evan Street
Lake Cynthiahaven;" LA 24296-0534""";;;;;
5.284.863.047;5.32;20;11;5.362.868.239;8801;9306 Wright Park Apt. 278
South Jacquelinefort;" IL 99300-9697""";;;;;
7.365.446.422;6.85;9;4;3.185.924.002;1251;24388 Jones Tunnel Apt. 628
Tiffanyport;" MD 02126-2539""";;;;;
6.004.120.701;3.98;6;9;5.063.787.411;6976;822 Delgado Plain Suite 549
Lake Diane;" ME 24466""";;;;;
6.437.989.582;5.66;14;15;3.222.825.469;1075;919 Pena Isle Suite 282
Christopherfort;" IN 97810""";;;;;
6.331.759.483;5.12;6;15;4.406.696.345;1283;793 Solomon Trail
North Caseyhaven;" PW 83256-4751""";;;;;
6.889.575.494;5.81;16;3;4.311.931.268;1213;03733 Spencer Harbor Suite 960
South David;" WV 98357""";;;;;
5.704.576.577;4.39;5;18;4.975.927.172;7938;5845 Emily Mountains Suite 577
Candiceborough;" VI 08135-5978""";;;;;
8.371.410.924;6.31;7;16;2.836.993.812;1524;PSC 1257, Box 7891
"APO AA 21399""";;;;;;
6.296.865.071;5.29;6;8;2.455.456.252;5568;02689 George Hill
Lake Chadton;" MS 30265""";;;;;
5.672.763.097;6.37;2;11;2.047.144.136;8155;76668 Roth Hills
West Angela;" NC 69190-9430""";;;;;
7.656.397.504;7.2;17;13;144.157.892;1137;08933 William Mill
West Barbarafurt;" CO 34069-2100""";;;;;
6.493.875.249;5.08;18;7;3.473.608.024;1058;0258 Larson River Apt. 383
Lake Maureen;" MA 69401""";;;;;
5.236.124.797;5.35;8;9;4.866.198.974;9712;4569 Christine Lane
North Sherriville;" PR 43609-1989""";;;;;
8.160.253.935;3.71;3;19;186.875.097;7577;73637 White Bridge
West Kimberlyville;" IL 14832-8556""";;;;;
5.856.639.972;5.59;18;3;5.315.234.947;1375;3950 Miles Station Apt. 465
East Gregory;" NC 40017-4558""";;;;;
5.639.731.914;5.27;7;17;2.764.744.869;7483;90515 Billy Field Apt. 071
Lake Ronaldton;" WY 85841-8451""";;;;;
7.635.753.076;7.71;5;18;2.665.754.296;1257;01321 Brown Street
Lake Natalie;" IA 98426-5711""";;;;;
7.669.553.925;6.58;16;3;1.890.466.767;1485;80970 Montes Loop
Port Katie;" AL 25329-3838""";;;;;
6.431.130.484;5.47;5;19;1.942.043.351;6961;0474 Amber Pines Suite 323
South Michael;" MD 89185""";;;;;
7.929.983.606;7;3;19;3.916.073.778;1595;PSC 7959, Box 5821
"APO AA 99193""";;;;;;
7.727.976.366;5.96;6;9;3.752.070.755;1065;020 Hall Drive Suite 047
Petershire;" RI 54803""";;;;;
4.681.968.266;5.5;8;10;4.895.212.525;9173;PSC 6579, Box 4662
"APO AA 91879""";;;;;;
8.207.981.375;6.02;1;15;3.364.639.246;1675;32001 Samuel Crossing Suite 730
Knightville;" AS 40866-3655""";;;;;
7.137.311.519;7.01;9;13;2.918.769.331;1305;56660 Dodson Lodge Suite 145
Powersbury;" CT 76895""";;;;;
6.164.105.428;7.42;14;4;5.003.574.763;1560;25344 Joseph Motorway
Marksshire;" DC 08477""";;;;;
8.109.048.414;5.27;15;18;3.043.380.832;1189;5796 Phillips Knoll
North Juliachester;" TN 06435-8705""";;;;;
7.507.879.152;7.64;20;2;5.614.844.932;2108;304 Obrien Village Suite 750
West Maureen;" AS 63430""";;;;;
7.144.138.889;7.08;13;18;4.016.701.253;1475;74690 Derek Points
East Vincentfort;" OK 02658-2165""";;;;;
4.561.093.841;6.55;18;2;4.261.483.941;9613;8725 Caitlin Avenue Suite 425
Zacharyside;" IN 81680""";;;;;
8.847.086.806;7.41;17;5;4.581.142.561;1955;1145 Ethan Station
East Brian;" CO 17006-8309""";;;;;
749.415.858;7.45;4;16;2.897.794.118;1626;2480 Catherine Cliffs Suite 880
Cynthiachester;" MS 32127""";;;;;
8.297.392.391;6.32;9;7;2.961.152.314;1409;27387 Elizabeth Landing Suite 229
Mcdonaldview;" NY 02054-9201""";;;;;
7.639.564.694;8.1;10;16;3.675.832.134;1604;346 Heidi Curve
Rodriguezbury;" OR 73871""";;;;;
8.733.534.804;5.5;5;1;3.999.584.209;1745;2539 Robert Springs
South Amybury;" SD 12696""";;;;;
6.356.391.421;5.66;4;9;3.808.863.597;9440;775 Gutierrez Corner Suite 080
East Ronaldfurt;" NY 14992""";;;;;
745.229.018;6.04;12;12;3.931.254.907;9998;738 Kristi Estates
South Miguel;" DE 39364-3921""";;;;;
7.329.937.848;4.21;12;2;4.521.448.851;1260;4241 John Radial
Campbellborough;" GU 45592-6774""";;;;;
